group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count
$25-49,95,purchase,0.0011013397887550728,1101.3397887550727,0.03033819591007795,3089
$25-49,96,listen,0.0010978036532858532,1097.8036532858532,0.030240787306733994,3089
$25-49,97,problem,0.0010839457962252576,1083.9457962252577,0.029859050092941472,3089
$25-49,98,bad,0.0010804448297006008,1080.4448297006008,0.02976261027538097,3089
$25-49,99,definitely,0.0010781338336241651,1078.1338336241652,0.029698950129411324,3089
$25-49,100,overall,0.0010669381421929633,1066.9381421929634,0.02939054659813373,3089
$50-99,1,sound,0.0162084097303904,16208.409730390402,0.4614464254416653,1634
$50-99,2,great,0.011165001134959489,11165.00113495949,0.3178627607197772,1634
$50-99,3,good,0.009464527203502812,9464.527203502812,0.2694510022388593,1634
$50-99,4,quality,0.008288729003952973,8288.729003952973,0.2359765352647356,1634
$50-99,5,ear,0.0070238841859745355,7023.884185974535,0.19996694951862642,1634
$50-99,6,like,0.005797176436268683,5797.176436268683,0.16504310963678995,1634
$50-99,7,just,0.005404366004762668,5404.366004762668,0.15385996628653342,1634
$50-99,8,work,0.005031423312782856,5031.423312782857,0.1432424489007281,1634
$50-99,9,comfortable,0.004391677422698176,4391.677422698176,0.12502915968352235,1634
$50-99,10,sound quality,0.004336778843868113,4336.778843868113,0.1234662208521167,1634
$50-99,11,price,0.004262047883662406,4262.047883662406,0.1213386626875369,1634
$50-99,12,love,0.004097088527880878,4097.088527880878,0.11664234106593928,1634
$50-99,13,noise,0.0040131998934418356,4013.1998934418357,0.11425406787066718,1634
$50-99,14,ears,0.0037904111285742242,3790.411128574224,0.10791136794595058,1634
$50-99,15,really,0.0037406131820921108,3740.613182092111,0.10649364191478904,1634
$50-99,16,pair,0.0037379549078527027,3737.9549078527025,0.10641796199516566,1634
$50-99,17,music,0.0032653710806797172,3265.371080679717,0.09296370452031694,1634
$50-99,18,battery,0.003256901614875208,3256.901614875208,0.09272258248639134,1634
$50-99,19,time,0.003110007892377717,3110.007892377717,0.08854058164276789,1634
$50-99,20,bass,0.003095740494171518,3095.740494171518,0.08813439497719643,1634
$50-99,21,fit,0.003046947228813669,3046.947228813669,0.08674527178377234,1634
$50-99,22,better,0.0030367107883751683,3036.7107883751682,0.0864538447450829,1634
$50-99,23,don't,0.002796698483924396,2796.698483924396,0.0796207980863989,1634
$50-99,24,hear,0.002768576747709854,2768.5767477098543,0.07882018440070937,1634
$50-99,25,volume,0.0026689200545386184,2668.9200545386184,0.07598300138274923,1634
$50-99,26,phone,0.002429225390585891,2429.225390585891,0.06915899781187188,1634
$50-99,27,buds,0.0024104701395085714,2410.4701395085713,0.06862504391313357,1634
$50-99,28,set,0.002364663564321745,2364.663564321745,0.06732095049907987,1634
$50-99,29,i'm,0.002294432216030899,2294.432216030899,0.06532149434256407,1634
$50-99,30,got,0.002294002089665353,2294.002089665353,0.06530924883068655,1634
$50-99,31,case,0.002252844890042505,2252.844890042505,0.06413752113111199,1634
$50-99,32,works,0.002209484976347218,2209.484976347218,0.06290308311313456,1634
$50-99,33,easy,0.0021496162831139295,2149.6162831139295,0.06119864727100711,1634
$50-99,34,best,0.0021277751345305626,2127.775134530563,0.060576839202912805,1634
$50-99,35,nice,0.0021073535383006404,2107.35353830064,0.05999544517728907,1634
$50-99,36,it's,0.0020502062114437568,2050.2062114437567,0.05836848546067903,1634
$50-99,37,life,0.0020431137952026984,2043.1137952026984,0.05816656743314765,1634
$50-99,38,headset,0.0020332256753722543,2033.2256753722543,0.057885056931747746,1634
$50-99,39,right,0.0020127961787205903,2012.7961787205902,0.05730343798452881,1634
$50-99,40,head,0.002011179875398349,2011.179875398349,0.057257422526943276,1634
$50-99,41,bluetooth,0.0019861666919209547,1986.1666919209547,0.05654530799525553,1634
$50-99,42,i've,0.0019200582205591015,1920.0582205591015,0.054663228364448646,1634
$50-99,43,charge,0.0019083859455223944,1908.3859455223944,0.05433092373481175,1634
$50-99,44,long,0.001900215245537507,1900.215245537507,0.05409830743474912,1634
$50-99,45,recommend,0.0018946988103714655,1894.6988103714655,0.05394125690783791,1634
$50-99,46,working,0.0018471186844728619,1847.1186844728618,0.05258667127092569,1634
$50-99,47,pretty,0.0017950394797412931,1795.0394797412932,0.05110399880256083,1634
$50-99,48,little,0.001794627505326488,1794.6275053264878,0.051092270068881986,1634
$50-99,49,battery life,0.0017891904239461021,1789.190423946102,0.050937478709979556,1634
$50-99,50,audio,0.0017670136631480812,1767.0136631480812,0.050306115907067794,1634
$50-99,51,way,0.0016053130781052579,1605.3130781052578,0.04570257008110479,1634
$50-99,52,did,0.001565150197737711,1565.1501977377109,0.04455915022133306,1634
$50-99,53,new,0.0015517669377158117,1551.7669377158118,0.04417813458805458,1634
$50-99,54,amazing,0.0015328539098991068,1532.8539098991068,0.04363968885368166,1634
$50-99,55,tried,0.0015214387681237202,1521.4387681237201,0.04331470469695186,1634
$50-99,56,clear,0.00150113251207934,1501.13251207934,0.04273659435660098,1634
$50-99,57,need,0.0014681929376257048,1468.1929376257049,0.041798818896822215,1634
$50-99,58,wear,0.0014183133854574032,1418.3133854574032,0.04037876958701621,1634
$50-99,59,great sound,0.0014074490483611374,1407.4490483611373,0.040069466601636634,1634
$50-99,60,charging,0.0014000612867333083,1400.0612867333082,0.03985914021848845,1634
$50-99,61,does,0.0013991243123590727,1399.1243123590727,0.039832464962685235,1634
$50-99,62,hours,0.0013864889070738708,1386.488907073871,0.039472740430800346,1634
$50-99,63,listening,0.0013767126641224035,1376.7126641224036,0.03919441501583102,1634
$50-99,64,bit,0.0013408977702365206,1340.8977702365205,0.03817478045351944,1634
$50-99,65,perfect,0.0013226747323341916,1322.6747323341915,0.03765597843403748,1634
$50-99,66,money,0.0013075323529228135,1307.5323529228135,0.03722488143141416,1634
$50-99,67,far,0.0012943679086998762,1294.3679086998764,0.03685009538943679,1634
$50-99,68,loud,0.0012901031148095697,1290.1031148095697,0.036728678549125954,1634
$50-99,69,good sound,0.0012762555108603011,1276.2555108603012,0.03633444324476164,1634
$50-99,70,left,0.0012672853361530372,1267.2853361530372,0.03607906624460517,1634
$50-99,71,mic,0.0012649529060541622,1264.9529060541622,0.03601266296694737,1634
$50-99,72,day,0.0012541821421374433,1254.1821421374432,0.035706023969580024,1634
$50-99,73,can't,0.001249741960623702,1249.741960623702,0.035579613919370943,1634
$50-99,74,excellent,0.0012392656712333742,1239.2656712333742,0.035281358484601476,1634
$50-99,75,looking,0.001236329535397152,1236.3295353971519,0.035197767965311016,1634
$50-99,76,months,0.0012223771231322286,1222.3771231322285,0.03480054881346136,1634
$50-99,77,doesn't,0.0011985087682018609,1198.508768201861,0.034121027056114604,1634
$50-99,78,purchased,0.0011954806553893694,1195.4806553893693,0.034034817992029905,1634
$50-99,79,sounds,0.0011953410379637905,1195.3410379637905,0.034030843144217296,1634
$50-99,80,years,0.0011918746854537512,1191.8746854537512,0.0339321575851967,1634
$50-99,81,wireless,0.0011840219814836005,1184.0219814836005,0.033708594494347426,1634
$50-99,82,small,0.0011768817994404835,1176.8817994404835,0.033505316595059044,1634
$50-99,83,make,0.0011740534352172969,1174.053435217297,0.03342479428705066,1634
$50-99,84,feel,0.001173539785891453,1173.539785891453,0.03341017091256274,1634
$50-99,85,listen,0.0011695921305065404,1169.5921305065403,0.03329778286854458,1634
$50-99,86,worth,0.0011694903885993055,1169.4903885993056,0.03329488632038272,1634
$50-99,87,overall,0.001166100928995161,1166.100928995161,0.03319838986918685,1634
$50-99,88,tv,0.001165964228580139,1165.964228580139,0.033194498067405084,1634
$50-99,89,fine,0.001158050946597433,1158.0509465974328,0.0329692103466989,1634
$50-99,90,cable,0.0011386777681073467,1138.6777681073468,0.03241766432137033,1634
$50-99,91,say,0.0011383690786496558,1138.3690786496559,0.03240887606581705,1634
$50-99,92,want,0.0011278082966763752,1127.8082966763752,0.03210821516369894,1634
$50-99,93,stay,0.001119314064665714,1119.3140646657139,0.03186638804657945,1634
$50-99,94,different,0.0011014438733552153,1101.4438733552154,0.03135763141719051,1634
$50-99,95,high,0.0010848132597281797,1084.8132597281797,0.03088416502913961,1634
$50-99,96,think,0.001077894018313286,1077.894018313286,0.030687177214123798,1634
$50-99,97,bad,0.0010668357628906234,1066.8357628906235,0.030372353457735105,1634
$50-99,98,low,0.0010580185846230455,1058.0185846230454,0.030121332200145155,1634
$50-99,99,return,0.001057542523834901,1057.5425238349012,0.03010777895509297,1634
$50-99,100,hard,0.0010489281399408369,1048.928139940837,0.029862531165740447,1634
$100-199,1,sound,0.015261990165435751,15261.99016543575,0.437858523710326,921
$100-199,2,great,0.01336601986452308,13366.01986452308,0.38346412639009014,921
$100-199,3,quality,0.00884554124612421,8845.54124612421,0.25377395670312053,921
$100-199,4,good,0.0084226887840613,8422.6887840613,0.24164254049991427,921
$100-199,5,like,0.0058447893727063115,5844.789372706312,0.16768395329770674,921
$100-199,6,ear,0.00572233598351262,5722.335983512619,0.16417082954159895,921
$100-199,7,just,0.004994969274810009,4994.969274810009,0.14330305870592885,921
$100-199,8,work,0.0047547219922443,4754.7219922443,0.13641048969432804,921
$100-199,9,noise,0.004333324083177228,4333.324083177227,0.12432080385659257,921
$100-199,10,love,0.004059534843278148,4059.534843278148,0.11646593361421219,921
$100-199,11,bass,0.003951107220534924,3951.107220534924,0.11335520176933864,921
$100-199,12,price,0.003935632324507733,3935.632324507733,0.11291123508769431,921
$100-199,13,better,0.003914895676744169,3914.895676744169,0.11231631149791123,921
$100-199,14,sound quality,0.0036261949083250867,3626.1949083250865,0.10403363729331762,921
$100-199,15,really,0.003572701335062732,3572.701335062732,0.102498934625923,921
$100-199,16,music,0.003361199739497396,3361.199739497396,0.09643106435521952,921
$100-199,17,pair,0.0033452194827292897,3345.2194827292897,0.09597259913796093,921
$100-199,18,comfortable,0.003252467381555184,3252.467381555184,0.09331158981670605,921
$100-199,19,ears,0.0031153268376617276,3115.3268376617275,0.08937709926605607,921
$100-199,20,time,0.0028127277377695565,2812.7277377695564,0.08069568919314657,921
$100-199,21,battery,0.0026989563805670537,2698.9563805670537,0.07743164839864868,921
$100-199,22,headset,0.002672227181662456,2672.227181662456,0.07666480164763763,921
$100-199,23,hear,0.002658183545657589,2658.183545657589,0.07626189706822424,921
$100-199,24,nice,0.0025366537359482245,2536.6537359482245,0.07277527032496688,921
$100-199,25,fit,0.0025254825945837827,2525.482594583783,0.0724547761159566,921
$100-199,26,don't,0.0025005207178228762,2500.520717822876,0.07173863291385164,921
$100-199,27,best,0.002410277624585532,2410.277624585532,0.06914960571938754,921
$100-199,28,it's,0.0023244405324328123,2324.4405324328122,0.06668698439397903,921
$100-199,29,phone,0.002250935045346951,2250.935045346951,0.06457815037488013,921
$100-199,30,set,0.0022490256427798367,2249.0256427798367,0.06452337061286072,921
$100-199,31,volume,0.0021549436468066294,2154.943646806629,0.061824207304667526,921
$100-199,32,bluetooth,0.002150574454598517,2150.574454598517,0.06169885746304704,921
$100-199,33,recommend,0.0021457570566789114,2145.7570566789113,0.061560648833743854,921
$100-199,34,i'm,0.002124040250946189,2124.0402509461887,0.06093760502394185,921
$100-199,35,case,0.002104953429602796,2104.953429602796,0.06039001409214661,921
$100-199,36,worth,0.00207895263906252,2078.95263906252,0.059644064996526705,921
$100-199,37,right,0.002057052991069636,2057.052991069636,0.0590157755378127,921
$100-199,38,audio,0.0020558386306361413,2055.8386306361413,0.05898093617145887,921
$100-199,39,got,0.0020487513420843527,2048.751342084353,0.05877760556589845,921
$100-199,40,works,0.001993495173633831,1993.495173633831,0.05719233496348198,921
$100-199,41,head,0.001983101598696928,1983.101598696928,0.05689414872901228,921
$100-199,42,i've,0.001960386036885522,1960.3860368855221,0.05624245112914628,921
$100-199,43,did,0.001954797724174786,1954.797724174786,0.05608212535727571,921
$100-199,44,new,0.0018567295271433057,1856.7295271433056,0.05326860002344443,921
$100-199,45,amazing,0.001823147469336316,1823.147469336316,0.05230514833102857,921
$100-199,46,little,0.0017521167183836995,1752.1167183836994,0.050267313198584,921
$100-199,47,life,0.0017495317320248705,1749.5317320248705,0.05019315129056157,921
$100-199,48,easy,0.001748139711411811,1748.139711411811,0.050153214946480514,921
