group,rank,term,term_count,term_per_million,group_tfidf,product_count
<$25,26,volume,52053,2533.4936050860083,0.007348844824944624,5170
<$25,27,i'm,51098,2487.012395686797,0.007337371056704054,5170
<$25,28,easy,50859,2475.37992548113,0.007334466061742776,5170
<$25,29,working,47788,2325.9099840518347,0.0072958738181390405,5170
<$25,30,case,47017,2288.384316568283,0.007285795305486314,5170
<$25,31,recommend,46725,2274.172260919519,0.007281935070199814,5170
<$25,32,i've,46723,2274.0749180726098,0.007281908547134176,5170
<$25,33,bass,45894,2233.7263080286875,0.007270815798930923,5170
<$25,34,got,45550,2216.9833383602804,0.007266153833900763,5170
<$25,35,nice,45406,2209.9746533828074,0.007264191850913547,5170
<$25,36,little,45047,2192.5016123625805,0.007259273296403882,5170
<$25,37,hear,44869,2183.8380989876487,0.007256820015229445,5170
<$25,38,it's,44674,2174.3471714139882,0.0072541212357920895,5170
<$25,39,long,44561,2168.84730056361,0.007252551931426509,5170
<$25,40,life,44263,2154.343216374118,0.007248394249113732,5170
<$25,41,charge,43174,2101.3400362319812,0.0072329588158660685,5170
<$25,42,musicozy,200,9.73428469093427,0.007209335012952627,5170
<$25,43,right,41215,2005.9927176842798,0.007204185470360111,5170
<$25,44,set,40900,1990.661219296058,0.007199431527886465,5170
<$25,45,battery life,39475,1921.3044408731519,0.007177457831273486,5170
<$25,46,works,39333,1914.3930987425886,0.007175224864588689,5170
<$25,47,ear buds,38675,1882.3673021094146,0.007164771387162514,5170
<$25,48,best,37322,1816.5148661752444,0.007142706029374715,5170
<$25,49,months,36967,1799.236510848836,0.0071367839955757476,5170
<$25,50,pretty,36594,1781.0820699002436,0.007130500104264405,5170
<$25,51,stay,36480,1775.5335276264111,0.007128566773961687,5170
<$25,52,bluetooth,36394,1771.3477852093092,0.007127104294486407,5170
<$25,53,cozyphones,579,28.180754180254713,0.007113871658895345,5170
<$25,54,far,35107,1708.7076632231472,0.007104795450032448,5170
<$25,55,great sound,34598,1683.9339086847197,0.007095745935008107,5170
<$25,56,perfect,34192,1664.173310762123,0.007088431690030414,5170
<$25,57,year,31560,1536.070124229428,0.007038798432928928,5170
<$25,58,head,31449,1530.6675962259594,0.0070366152779022945,5170
<$25,59,wear,30550,1486.91198654021,0.00701864440457913,5170
<$25,60,amazing,29620,1441.6475627273655,0.006999488562000085,5170
<$25,61,cord,29578,1439.6033629422693,0.006998609324780628,5170
<$25,62,money,29449,1433.3247493166168,0.006995900983272126,5170
<$25,63,old,28567,1390.3965538295968,0.00697705937372623,5170
<$25,64,way,28540,1389.0824253963203,0.006976473453910843,5170
<$25,65,cheap,28317,1378.2286979659289,0.00697161288746626,5170
<$25,66,charging,28125,1368.8837846626318,0.006967397240398881,5170
<$25,67,did,27826,1354.331029049685,0.006960774599530509,5170
<$25,68,ones,27654,1345.9595442154816,0.0069569326016481765,5170
<$25,69,small,27558,1341.2870875638332,0.0069547778266557045,5170
<$25,70,listen,27556,1341.1897447169238,0.006954732855732919,5170
<$25,71,listening,27418,1334.4730882801794,0.006951621953262629,5170
<$25,72,day,27319,1329.6546173581667,0.006949380558192986,5170
<$25,73,excellent,27309,1329.16790312362,0.006949153703149325,5170
<$25,74,cozy phones,159,7.738756329292745,0.006946738471405662,5170
<$25,75,can't,27058,1316.9513758364976,0.006943432265449657,5170
<$25,76,definitely,26698,1299.4296633928159,0.006935132882898052,5170
<$25,77,good sound,26667,1297.920849265721,0.006934412988218016,5170
<$25,78,tried,26589,1294.1244782362567,0.006932597931901843,5170
<$25,79,different,26176,1274.0231803494773,0.006922897820687446,5170
<$25,80,purchase,25473,1239.8071696608433,0.006906029029413713,5170
<$25,81,happy,25291,1230.9489705920932,0.006901585979946,5170
<$25,82,worked,25276,1230.218899240273,0.0069012183695217055,5170
<$25,83,need,25204,1226.7145567515367,0.0068994507972504945,5170
<$25,84,wireless,25163,1224.7190283898951,0.006898442005309575,5170
<$25,85,clear,25049,1219.1704861160626,0.006895628408825277,5170
<$25,86,sounds,24900,1211.9184440213166,0.006891931621266145,5170
<$25,87,purchased,24774,1205.7858446660282,0.0068887881747259246,5170
<$25,88,they're,24744,1204.325701962388,0.006888037378730352,5170
<$25,89,loves,24589,1196.781631326914,0.006884143706979925,5170
<$25,90,hours,24259,1180.7200615868724,0.006875771547448952,5170
<$25,91,fall,24252,1180.3793616226897,0.006875592725200577,5170
<$25,92,sound great,24213,1178.4811761079575,0.006874595483986084,5170
<$25,93,fine,24198,1177.7511047561375,0.006874211501908149,5170
<$25,94,left,24184,1177.069704827772,0.006873852903823206,5170
<$25,95,loud,23722,1154.5835071917138,0.006861901215337066,5170
<$25,96,sleep,23591,1148.2075507191519,0.0068584699393240914,5170
<$25,97,didn't,23230,1130.6371668520155,0.006848914759643233,5170
<$25,98,audio,22868,1113.0181115614246,0.006839182825762109,5170
<$25,99,bit,22556,1097.8326274435672,0.006830670665651936,5170
<$25,100,stopped,22371,1088.8284141044528,0.006825567607718361,5170
UNKNOWN,1,sound,695571,14947.653524561249,0.007650014203158223,35718
UNKNOWN,2,great,467568,10047.923882927917,0.007439773859388619,35718
UNKNOWN,3,good,430392,9249.020582719759,0.0073959204272625945,35718
UNKNOWN,4,quality,387911,8336.11410821624,0.0073409130679821894,35718
UNKNOWN,5,m55,172,3.696238638793933,0.007330494269863048,35718
UNKNOWN,6,ear,343154,7374.296941027286,0.007276020036957553,35718
UNKNOWN,7,like,255119,5482.445960991101,0.007119103061235853,35718
UNKNOWN,8,just,239161,5139.512378445324,0.00708491251854773,35718
UNKNOWN,9,pair,210997,4534.274791102345,0.007018592201446674,35718
UNKNOWN,10,sound quality,207650,4462.3485659625585,0.007010128378094229,35718
UNKNOWN,11,price,207503,4459.189571311962,0.007009753527001776,35718
UNKNOWN,12,work,199252,4281.877565447493,0.006988276069231361,35718
UNKNOWN,13,really,175166,3764.2752174591747,0.006920080254782745,35718
UNKNOWN,14,ears,172363,3704.0394215025503,0.006911541568192329,35718
UNKNOWN,15,noise,163431,3512.0928893996,0.006883375394730131,35718
UNKNOWN,16,music,161492,3470.4242456750567,0.006877057794822268,35718
UNKNOWN,17,phone,157503,3384.7015949183765,0.006863818879396531,35718
UNKNOWN,18,battery,155751,3347.0515362255455,0.006857897926399283,35718
UNKNOWN,19,fit,154871,3328.1405478410184,0.006854898755379568,35718
UNKNOWN,20,don't,151764,3261.371864987921,0.0068441716140948535,35718
UNKNOWN,21,time,149599,3214.8465356100787,0.006836566161735451,35718
UNKNOWN,22,comfortable,148919,3200.233499131126,0.0068341546535013314,35718
UNKNOWN,23,bass,147914,3178.6362908056153,0.006830570346930285,35718
UNKNOWN,24,better,142955,3072.068573306899,0.00681251988325335,35718
UNKNOWN,25,love,137415,2953.01530552249,0.006791598790568868,35718
UNKNOWN,26,i'm,130165,2797.21454894542,0.00676290814801916,35718
UNKNOWN,27,buds,124875,2683.533721042979,0.006740946785860913,35718
UNKNOWN,28,i've,121588,2612.8968814748646,0.006726827155317145,35718
UNKNOWN,29,bluetooth,120136,2581.6937506403947,0.006720467967145004,35718
UNKNOWN,30,it's,117422,2523.370543281751,0.006708372888752742,35718
UNKNOWN,31,volume,115146,2474.4598505963154,0.0066980122680815515,35718
UNKNOWN,32,hear,107475,2309.6119052580116,0.006661519447297833,35718
UNKNOWN,33,little,102651,2205.9453052955582,0.00663721121204729,35718
UNKNOWN,34,case,101167,2174.054502156196,0.006629503088829496,35718
UNKNOWN,35,right,100038,2149.7925636492296,0.0066235627756821465,35718
UNKNOWN,36,working,97339,2091.791702683504,0.006609085627461362,35718
UNKNOWN,37,life,97205,2088.912074906769,0.006608356444294406,35718
UNKNOWN,38,set,95392,2049.9511408827375,0.006598390677431593,35718
UNKNOWN,39,got,95300,2047.9740830061733,0.006597879931405899,35718
UNKNOWN,40,nice,94853,2038.3681604972146,0.0065953913333924655,35718
UNKNOWN,41,long,92259,1982.6237242819154,0.006580714047136999,35718
UNKNOWN,42,best,91972,1976.4561632974162,0.006579064863006167,35718
UNKNOWN,43,headset,91284,1961.6712087422404,0.006575090368651622,35718
UNKNOWN,44,charge,90650,1948.04670120157,0.006571401214892565,35718
UNKNOWN,45,recommend,85781,1843.4130620603623,0.006542178216279987,35718
UNKNOWN,46,battery life,85656,1840.7268421193785,0.006541406326767634,35718
UNKNOWN,47,works,85209,1831.1209196104198,0.0065386368035419895,35718
UNKNOWN,48,easy,85066,1828.0478839979344,0.006537747735787427,35718
UNKNOWN,49,months,83875,1802.453580400239,0.006530284391016296,35718
UNKNOWN,50,pretty,80078,1720.8569634729101,0.006505762808198456,35718
UNKNOWN,51,head,77300,1661.1584115044827,0.006487073942603372,35718
UNKNOWN,52,did,72420,1556.2883850084688,0.006452556113178736,35718
UNKNOWN,53,far,71292,1532.0479362610292,0.006444246618890418,35718
UNKNOWN,54,way,71055,1526.9548632529238,0.006442484034023098,35718
UNKNOWN,55,hours,70031,1504.9493494963833,0.006434800283236017,35718
UNKNOWN,56,cord,68381,1469.4912462753948,0.006422179672194128,35718
UNKNOWN,57,stay,67098,1441.9198848011354,0.006412153913073817,35718
UNKNOWN,58,listening,66888,1437.4070353002824,0.006410494670674186,35718
UNKNOWN,59,tried,66613,1431.4973514301178,0.006408313958250257,35718
UNKNOWN,60,audio,65459,1406.6981689349539,0.0063990636604268885,35718
UNKNOWN,61,wear,65160,1400.27273083612,0.006396640315683797,35718
UNKNOWN,62,day,64276,1381.2757834134816,0.006389410061877437,35718
UNKNOWN,63,bit,63996,1375.2586507456774,0.006387099186828382,35718
UNKNOWN,64,ear buds,62949,1352.7588725199957,0.0063783676530568875,35718
UNKNOWN,65,aliph,250,5.372439881967925,0.006376780030446525,35718
UNKNOWN,66,excellent,62036,1333.138722071049,0.006370634257642223,35718
UNKNOWN,67,left,60368,1297.293803178559,0.006356207227838416,35718
UNKNOWN,68,can't,60099,1291.5130578655614,0.006353843298366425,35718
UNKNOWN,69,money,59903,1287.3010649980986,0.006352114208434989,35718
UNKNOWN,70,great sound,59636,1281.5632992041567,0.006349749639532326,35718
UNKNOWN,71,clear,59265,1273.5905984193164,0.006346446404921221,35718
UNKNOWN,72,new,58587,1259.0205414594195,0.006340355986411675,35718
UNKNOWN,73,amazing,58279,1252.401695524835,0.006337565928929034,35718
UNKNOWN,74,sounds,57341,1232.2443010876912,0.0063289771977430975,35718
UNKNOWN,75,want,57260,1230.5036305659337,0.00632822894848914,35718
UNKNOWN,76,wireless,57231,1229.8804275396255,0.0063279607994364065,35718
UNKNOWN,77,does,56854,1221.7787881976178,0.006324462443510624,35718
UNKNOWN,78,didn't,56570,1215.6756964917022,0.006321811723252439,35718
UNKNOWN,79,problem,56467,1213.4622512603314,0.006320847080888834,35718
UNKNOWN,80,different,56375,1211.4851933837674,0.0063199839696788706,35718
UNKNOWN,81,charging,56347,1210.883480116987,0.006319721004064717,35718
UNKNOWN,82,say,56341,1210.7545415598197,0.0063196646372896195,35718
UNKNOWN,83,need,56241,1208.6055656070323,0.006318724306269168,35718
UNKNOWN,84,listen,55842,1200.0311515554115,0.006314955666800797,35718
UNKNOWN,85,small,55109,1184.2791578214817,0.006307961617635827,35718
UNKNOWN,86,make,54888,1179.529920965822,0.006305834646354565,35718
UNKNOWN,87,perfect,54453,1170.1818755711977,0.006301622939696542,35718
UNKNOWN,88,lot,53854,1157.3095096140028,0.006295767974302324,35718
UNKNOWN,89,feel,53702,1154.0430661657663,0.006294271880433441,35718
UNKNOWN,90,think,53554,1150.8625817556413,0.006292811082979547,35718
UNKNOWN,91,overall,52879,1136.3569940743278,0.00628609705880798,35718
UNKNOWN,92,worked,52301,1123.9359130672178,0.0062802793945749644,35718
UNKNOWN,93,looking,51633,1109.5807537025996,0.006273475236270296,35718
UNKNOWN,94,year,50755,1090.7127448371282,0.006264396911604506,35718
UNKNOWN,95,purchased,50531,1085.899038702885,0.006262055655543427,35718
UNKNOWN,96,thing,50025,1075.025220381782,0.0062567284947968125,35718
UNKNOWN,97,fine,49893,1072.1885721241028,0.006255329938155257,35718
UNKNOWN,98,they're,49876,1071.8232462121289,0.006255149552119296,35718
UNKNOWN,99,bad,49583,1065.5267466704627,0.00625203084639847,35718
UNKNOWN,100,doesn't,48604,1044.4882720926762,0.006241475008747277,35718
