product_id,label,confidence,form_factor,taxonomy_device_evidence,taxonomy_accessory_evidence,title_device_evidence,title_accessory_evidence,conflict,reason,title,store,leaf_categories,l3_categories,rating_number,gold_label,gold_form_factor,reviewer_note
B07MFTB8MZ,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"Airpods Case, Music tracker Protective Thicken Airpods Cover Soft Silicone Chargeable Headphone Case with Anti-Lost Carabiner for Apple Airpods 1&2 Charging Case (Greyish Green)",Music tracker,Cases,Cases,20858,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B00GAHDKNG,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Polk Audio Buckle Headphones - Black/Silver - with 3 button control and microphone,Polk Audio,Headphones & Earbuds,Headphones & Earbuds,296,DEVICE,OVER_EAR,标题或核验到的规格表明为包耳/环耳/专业监听或大型耳罩式耳机；判为 DEVICE / OVER_EAR。 核验来源：https://www.crutchfield.com/p_107BUCKLEB/Polk-Audio-Buckle-Black.html 原自动标签为 AMBIGUOUS，本次复核后更正。
B00BQ2GNO8,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,"2 Unbreakable Large L XL Earhooks Earloops Compatible with Jawbone ERA Shadowbox, Smokescreen, Midnight, and Silver Lining Headsets",NICKSTON,Headphones & Earbuds,Headphones & Earbuds,3,ACCESSORY,NOT_APPLICABLE,标题明确为耳机配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B083G6SQ5V,ACCESSORY,0.94,NOT_APPLICABLE,0,2,1,0,1,taxonomy_accessory=2;title_device=1;conflict,Beats by Dr. Dre Solo3 Wireless Bluetooth Headphones - Mickey's 90th Anniversary Edition - Kit with USB Adapter Cube,Beats_by_dre,Adapters,Adapters,862,DEVICE,ON_EAR,标题中的便携/折叠/儿童/头带式线索或核验到的厂商规格表明耳垫压在耳廓上；判为 DEVICE / ON_EAR。 原自动标签为 ACCESSORY，本次复核后更正。
B096PB8Y2S,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,1,1,1,taxonomy_device=2;title_device=1;title_accessory=1;conflict,Gaea Y30 Bluetooth 5.0 Wireless Earbuds Touch Control with Charging Case IPX5 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,Gaea,Earbud Headphones,Headphones & Earbuds,9,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B083RSRQ6H,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"Backpack Protective Case for Airpods 2&1, CILIFYKE Cute 3D Cartoon Character Earpods Case for Kids Girls Women,Stylish & Luxury Silicone Backpack Case Compatible with Airpod Cases Cover,Pink",Five Star Online,Cases,Cases,72,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B01N0K8SVI,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,[Negative Version] IKOCO Universal 12W 3V 4.5V 5V 6V 7.5V 9V 12V 1A 1000mA Regulated Multi Voltage Switching Replacement Power Adapter for Household Electronics Routers Speakers LCD CCTV Cameras,IKOCO,Earbud Headphones,Headphones & Earbuds,4,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0C3H2SV75,DEVICE,0.995,EARBUD_INEAR,2,0,2,0,0,taxonomy_device=2;title_device=2,"Wireless Earbud, Bluetooth 5.3 Headphones Deep Bass Bluetooth Earbud with 4 Mics, Bluetooth Earphones in Ear Noise Cancelling Wireless Headphones, IP7 Waterproof 42H Ear Buds, LED Display Pink - 2023",Drsaec,Earbud Headphones,Headphones & Earbuds,13775,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B07YBQ3SQ4,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,"WWT Replacement Head & Ear Pad Cushion for Blue Microphones Mo-Fi,Sadie,Ella,Lola",WWT,On-Ear Headphones,Headphones & Earbuds,15,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0B572P5SF,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,1,1,1,taxonomy_device=2;title_device=1;title_accessory=1;conflict,"Ear Buds Wireless Earbuds, Bluetooth Earphones Clear Call with Charging Case, Bluetooth 5.3 Earbuds Deep Bass Built-in Mic, IPX5 Waterproof Headphones, 30 Hrs Compatible with iPhone & Android Black",Basiter,Earbud Headphones,Headphones & Earbuds,86,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B002W8S2TY,AMBIGUOUS,0.6,NOT_APPLICABLE,0,0,0,1,0,title_accessory=1,"Califone CA2-30 Individual Storage Headphones, 30 Pack Quantity, Convenient Resistant Storage Case, 6 Foot Straight Cord with 3.5mm Jack Plug, Flexible and Adjustable Headband, Beige",Califone,Headphones & Earbuds,Headphones & Earbuds,1,DEVICE,ON_EAR,标题中的便携/折叠/儿童/头带式线索或核验到的厂商规格表明耳垫压在耳廓上；判为 DEVICE / ON_EAR。 核验来源：https://corporate.schoolspecialty.com/static-files/califone/CA2-30_Spec.pdf 原自动标签为 AMBIGUOUS，本次复核后更正。
B082MXJVH3,DEVICE,0.995,OVER_EAR,2,0,1,0,0,taxonomy_device=2;title_device=1,"OneOdio A70 Bluetooth Over Ear Headphones, Wireless Headphones w/ 72H Playtime, Hi-Res, 3.5mm/6.35mm Wired Audio Jack for Studio Monitor & Mixing DJ E-Guitar AMP, Computer Laptop PC Tablet - Silver",OneOdio,Over-Ear Headphones,Headphones & Earbuds,11727,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Over-Ear Headphones；判为 DEVICE；形态依据：标题明确为 over-ear/around-ear/full-size，且该形态是最先出现的主体描述。
B0B5CKKKHK,DEVICE,0.995,EARBUD_INEAR,2,0,1,0,0,taxonomy_device=2;title_device=1,"NANKA Bone Conduction Headphones with Mic, Bluetooth 5.3 Open Ear Headphone with Noise-Canceling Boom Mic, Waterproof Wireless Headset with Mic for Office",NANKA,Earbud Headphones,Headphones & Earbuds,12,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B01K5XFK3I,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,"abhandicrafts - Shabby Chick Laptop Stand Vertical Dock, Computer Mounts for MacBook Air or Pro and Hp Dell Acer Toshiba Lenovo Sony Asus Laptop (Rose Wood)",ABHANDICRAFTS,Headphones & Earbuds,Headphones & Earbuds,7,ACCESSORY,NOT_APPLICABLE,标题明确为支架/挂架，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B013JDQFDU,DEVICE,0.98,OVER_EAR,2,0,0,0,0,taxonomy_device=2,Roberts Fojjers Special Foldable Over The Head Stereo Dj Headphone 3.5 Mm for Pc Tablet Music Video & All Other Music Players. (Like Really Black),ROBERTS,Over-Ear Headphones,Headphones & Earbuds,192,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Over-Ear Headphones；判为 DEVICE；形态依据：细分类目为 Over-Ear Headphones。
B0BWH9Y3JS,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,2,2,1,taxonomy_device=2;title_device=2;title_accessory=2;conflict,Eumspo Wireless Earbuds Bluetooth V5.1 Earbuds 35H Playtime Stereo Sound in-Ear Bluetooth Headphones Waterproof Touch Control Wireless Headphones with LED Charging Case for Sports Running Workout,Eumspo,Earbud Headphones,Headphones & Earbuds,97,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0719WTQVP,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,2,0,taxonomy_accessory=2;title_accessory=2,Poyatu Ear Pads for Logitech G35 G430 G930 F450 Headphones Replacement Ear Cushion Earpads Earbuds Black,POYATU,Earpads,Earpads,67,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B073S1LVG4,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,"Geekria Hardshell Case for Bose QuietComfort QC35, QC25, Bluetooth Wireless, Noise Cancelling Headphones Hard Carrying Case/Travel Bag with Space for Cable, Parts and Accessories",GEEKRIA,Cases,Cases,5,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B000QVDB2W,DEVICE,0.985,EARBUD_INEAR,2,0,3,1,1,taxonomy_device=2;title_device=3;title_accessory=1;conflict,"Wireless Earbuds Bluetooth Headphones IPX8 Waterproof Stereo Earbuds with Microphone, LED Battery Display 23H Playtime, Noise-Cancelling Headset with Charging Case (A115)","Molly Ringwald (Actor), River Phoenix (Actor), Waris Hussein (Director) & 0 more Format: VHS Tape",Earbud Headphones,Headphones & Earbuds,10,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B00WUEOCNU,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,"Koss RUK 50B Full-Sized Stereophone with Leatherette Cushions for Enhanced Sound, Blue (Discontinued by Manufacturer)",Koss,On-Ear Headphones,Headphones & Earbuds,10,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 On-Ear Headphones；判为 DEVICE；形态依据：标题明确为 over-ear/around-ear/full-size，且该形态是最先出现的主体描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B00JML5NH8,AMBIGUOUS,0.6,NOT_APPLICABLE,1,0,0,0,0,taxonomy_device=1,Williams Sound Pocketalker PRO with folding headphone PKT PRO1-3,Williams Sound 1-3,"Headphones, Earbuds & Accessories",,1,DEVICE,ON_EAR,标题中的便携/折叠/儿童/头带式线索或核验到的厂商规格表明耳垫压在耳廓上；判为 DEVICE / ON_EAR。 核验来源：https://williamsav.com/wp-content/uploads/2020/04/pkt_c1_man_en_es.pdf 原自动标签为 AMBIGUOUS，本次复核后更正。
B07MVS6VV9,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,2,2,1,taxonomy_device=2;title_device=2;title_accessory=2;conflict,"Sabbat E12 3D Clear Sound True Wireless Earbuds Blutooth 5.0 TWS Stereo Earphones A week's Endurance with Built-in Mic and Charging Case for iPhone, Samsung, iPad, Android(RED)",ICESOMNUS,On-Ear Headphones,Headphones & Earbuds,11,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B07CHTNRGL,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Echobox Nomad N1i Titanium in-Ear Monitor with Tangle-Free Cable for Apple iPhone,Echobox,Earbud Headphones,Headphones & Earbuds,7,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B004GSFI18,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Nokia BH-214 Bluetooth Stereo Headset with Detachable Headphones (Black),Nokia,Headphones & Earbuds,Headphones & Earbuds,1,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0161VXB48,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,"LG Lancet Wi-Fi 4G LTE 4.5"" Black, Verizon",LG,Headphones & Earbuds,Headphones & Earbuds,14,AMBIGUOUS,NOT_APPLICABLE,"needs_review: 标题“LG Lancet Wi-Fi 4G LTE 4.5"" Black, Verizon”未描述完整耳机或明确耳机配件，且与类目“Headphones & Earbuds”不一致/信息残缺；保留 AMBIGUOUS，不强行归类。"
B07K7SRQ85,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Mackie MC-150 Closed-Back Over-Ear Studio Headphones with Headphone Holder & 25' Stereo Extension Cable Bundle,Mackie,Over-Ear Headphones,Headphones & Earbuds,2,DEVICE,OVER_EAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题明确为 over-ear/around-ear/full-size，且该形态是最先出现的主体描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B08S3KP5KS,ACCESSORY,0.94,NOT_APPLICABLE,0,2,1,0,1,taxonomy_accessory=2;title_device=1;conflict,Sixsop Virtuoso Earpads Compatible with Virtuoso RGB Wireless SE Gaming Headset - Integrated Plastic Buckle/Ear Cushion/Ear Cups (Brown),Sixsop,Earpads,Earpads,12,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B07ZVS853D,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,HATALKIN Case Compatible with Case Premium Silicone Case Protective Cover (Front LED Visible) (Won't Affect Wireless Charging) (Green),HATALKIN,Cases,Cases,54,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B07ZPMCP36,ACCESSORY,0.94,NOT_APPLICABLE,0,2,1,0,1,taxonomy_accessory=2;title_device=1;conflict,Ultra Thick Soft Silicone Donald Duck Case with Hook for Apple Airpods 1 2 1st 2nd Generation Wireless Earbuds 3D Sailor Navy Blue White Sailor Nautical Cute Lovely Kids Teens Girls Daughter,ChillNChic,Cases,Cases,55,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B01H45PT4K,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Plantronics Moisture-Resistant Earphones - Wireless - Bluetooth with Charging Case Cobalt Black (204352-01),Plantronics,Earbud Headphones,Headphones & Earbuds,114,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/耳机式耳戴设备词，未出现相冲突的头戴形态描述。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B0847K4W4H,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,"Geekria Shield Headphones Case for Large-Sized Over-Ear Headphones, Replacement Hard Shell Travel Carrying Bag with Cable Storage, Compatible with Audio-Technica ATH-M70X Headsets (Black)",GEEKRIA,Cases,Cases,9,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B08CGQX4G9,DEVICE,0.995,EARBUD_INEAR,2,0,2,0,0,taxonomy_device=2;title_device=2,"JBL Tune 225TWS True Wireless Earbud Headphones - Pure Bass Sound, Bluetooth, 25H Battery, Dual Connect, Native Voice Assistant (Black)",JBL,Earbud Headphones,Headphones & Earbuds,23293,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B093S6SSSY,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,2,0,taxonomy_accessory=2;title_accessory=2,"2 PCS Raiiniesttar Upgrade Transparent AirTag Keychain, AirTags Case for Apple AirTags 2021, Completely Wrapped on AirTags Keychain, Anti-Scratch Protective Case for Airtag, (Blue+Pink)",Raiiniesttar,Cases,Cases,1,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B07LCJTT95,DEVICE,0.98,OVER_EAR,2,0,0,0,0,taxonomy_device=2,"Headphones for Girls，Wired Over Ear Headsets for Listen Music with Plush,Kids Headphone Lightweight,Adjusted,Fits All 3.5mm Interface Device",Moear,Over-Ear Headphones,Headphones & Earbuds,4,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Over-Ear Headphones；判为 DEVICE；形态依据：标题明确为 over-ear/around-ear/full-size，且该形态是最先出现的主体描述。
B07TMLDVSX,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,1,1,taxonomy_accessory=2;title_device=1;title_accessory=1;conflict,"EARSUN Upgrade Beats Solo 2/3 Earpad Replacement Compatible with Beats Solo 2.0/3.0 Wireless Ear Pads Cushion Muffs (On Ear Headphones), White",EARSUN,Earpads,Earpads,74,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B008F4NU1Y,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Xtreme 99646 Retro Style Audio Handset - Retail Packaging - Black,Xtreme Cables,Headphones & Earbuds,Headphones & Earbuds,5,ACCESSORY,NOT_APPLICABLE,标题主体是替换件、线缆/收纳件、蓝牙接收件、头盔扬声器套件或手机外接听筒，并非完整耳机；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次复核后更正。
B001Z0OFBO,DEVICE,0.98,OVER_EAR,2,0,0,0,0,taxonomy_device=2,Royal WES 50 900 MHz Wireless Stereo Headphones (Discontinued by Manufacturer),Royal,Over-Ear Headphones,Headphones & Earbuds,146,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Over-Ear Headphones；判为 DEVICE；形态依据：细分类目为 Over-Ear Headphones。
B001AKV86O,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,Motorola H550 Bluetooth Wireless Headset (Cannon Grey),Motorola,Headphones & Earbuds,Headphones & Earbuds,5,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，并含连接、声学或供电功能信息；判为 DEVICE；形态依据：标题语义为手机用单耳/免提蓝牙耳机或有线耳麦。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B07NTJZ615,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,YDYBZB Ear Pads Replacement Earpads Ear Cushions Compatible with Urbanears Plattan On-Ear Headphones Protein Leather,YDYBZB,Earpads,Earpads,4,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B00STAHE02,DEVICE,0.995,EARBUD_INEAR,2,0,1,0,0,taxonomy_device=2;title_device=1,"Granvela POD-747 in Ear Headphones, Wired, Noise Isolating, Ergonomic Comfort-Fit Earphones, No Mic Earbuds for iPhone, iPad, iPod, Samsung, 3.5mm Drive etc -Green",Granvela,Earbud Headphones,Headphones & Earbuds,13,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B00I32IAZE,DEVICE,0.98,OVER_EAR,2,0,0,0,0,taxonomy_device=2,Gearonic Adjustable Foldable Triangle Over-Ear Earphone Headphones for iPod/iPad/iPhone/Android/MP3/MP4/PC Music - Non-Retail Packaging - Blue,GEARONIC,Over-Ear Headphones,Headphones & Earbuds,2,DEVICE,OVER_EAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Over-Ear Headphones；判为 DEVICE；形态依据：标题明确为 over-ear/around-ear/full-size，且该形态是最先出现的主体描述。
B01D82XXGO,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"UGREEN 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Headphone Adapter Audio Jack Plug Gold Plated for Speaker Headphone Guitar Digital Piano Amp, 2 Pack",UGREEN,Adapters,Adapters,14767,ACCESSORY,NOT_APPLICABLE,标题明确为线缆/转接配件，不是可独立使用的完整耳机；细分类目 Adapters 与此一致；判为 ACCESSORY。
B06XKD1C3V,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Personalized Custom Floral Case for Samsung Galaxy Mega 2 / Pink Rose Bouquet Design / Initial/Name/Text DIY Cover,MarattLLANGKY,Earbud Headphones,Headphones & Earbuds,1,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。 原自动标签为 AMBIGUOUS，本次以商品主体语义和类目复核后更正。
B08BWKCZBL,ACCESSORY,0.995,NOT_APPLICABLE,0,2,1,2,1,taxonomy_accessory=2;title_device=1;title_accessory=2;conflict,Zaracle Portable Protective Pouch Sleeve Silicone Cover Carring case for JBL Tune 220TWS Wireless in-Ear Headphone Charging Case (Gray),Zaracle,Cases,Cases,8,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B015E3YC42,ACCESSORY,0.94,NOT_APPLICABLE,2,0,0,2,1,taxonomy_device=2;title_accessory=2;conflict,"Core Prime Case, LK Ultra [Slim Thin] Scratch Resistant TPU Rubber Soft Skin Silicone Protective Case Cover for Samsung Galaxy Core Prime, Mint",Anyfashion,Earbud Headphones,Headphones & Earbuds,58,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；结合标题的兼容/替换关系判定；判为 ACCESSORY。
B00008Z1PL,AMBIGUOUS,0.6,NOT_APPLICABLE,2,0,0,1,1,taxonomy_device=2;title_accessory=1;conflict,Coby CVE40 Super Bass Digital Stereo EP w/ Carrying Case (Discontinued by Manufacturer),Coby,Earbud Headphones,Headphones & Earbuds,2,DEVICE,EARBUD_INEAR,标题/型号表明是入耳耳塞、手机单耳蓝牙耳机、运动耳机或随身耳塞系统；判为 DEVICE / EARBUD_INEAR。 原自动标签为 AMBIGUOUS，本次复核后更正。
B09G5YKHY5,ACCESSORY,0.98,NOT_APPLICABLE,0,2,0,0,0,taxonomy_accessory=2,"Replacement Powerbeats Pro Earbuds Ear Tips Silicone Eartips Compatible with Powerbeats Pro Beats Wireless Earphone (Black, 4 Pair)",Alitutumao,Earpads,Earpads,17,ACCESSORY,NOT_APPLICABLE,标题明确为替换耳垫/耳罩，不是可独立使用的完整耳机；细分类目 Earpads 与此一致；判为 ACCESSORY。
B005FUDNBI,DEVICE,0.98,EARBUD_INEAR,2,0,0,0,0,taxonomy_device=2,TDK BA100 In Ear Balancing Headphones (Discontinued by Manufacturer),Memorex,Earbud Headphones,Headphones & Earbuds,10,DEVICE,EARBUD_INEAR,标题描述可独立使用的完整耳机/耳塞设备，细分类目为 Earbud Headphones；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B08B3QSV16,DEVICE,0.955,EARBUD_INEAR,2,0,2,1,1,taxonomy_device=2;title_device=2;title_accessory=1;conflict,"Tiksounds Wireless Earbuds, Bluetooth 5.1 Headphones with Microphone, 150H Playtime with Charging Case, IPX7 Waterproof, HI-FI Stereo Earphones, LED Display for Work Sport Game",Tiksounds,Earbud Headphones,Headphones & Earbuds,23486,DEVICE,EARBUD_INEAR,标题主体是完整耳机，后列保护壳/线缆/支架等随附配件（套装不改变主体标签）；判为 DEVICE；形态依据：标题含耳塞/入耳/开放式耳戴设备词，且其主体线索早于头戴式描述。
B07WV7LKNQ,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,3,0,taxonomy_accessory=2;title_accessory=3,"GMYLE Protective Case for Airpods, Silicone Wireless Charging Earbuds Cover with Keychain Accessories kit Set Compatible with Apple AirPods 2 & 1 – True Red",GMYLE,Cases,Cases,37547,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B09MTTDDPB,ACCESSORY,0.995,NOT_APPLICABLE,0,2,0,1,0,taxonomy_accessory=2;title_accessory=1,"Nereides Compatible with AirPods 3 Case, Protective Leather Cover with Keychain, High-end Fashion Design Skin with Bling Rivets for Women, Supports Wireless Charging, Black",Nereides,Cases,Cases,52,ACCESSORY,NOT_APPLICABLE,标题明确为保护壳/收纳配件，不是可独立使用的完整耳机；细分类目 Cases 与此一致；判为 ACCESSORY。
B01DEVII5A,AMBIGUOUS,0.5,NOT_APPLICABLE,0,0,0,0,0,insufficient_evidence,YiZYiF Toddler Girl Polka Dots Swimsuit 3 Pieces Bathing Costume with Hat,UJTDFJD,Headphones & Earbuds,Headphones & Earbuds,4,AMBIGUOUS,NOT_APPLICABLE,needs_review: 标题“YiZYiF Toddler Girl Polka Dots Swimsuit 3 Pieces Bathing Costume with Hat”未描述完整耳机或明确耳机配件，且与类目“Headphones & Earbuds”不一致/信息残缺；保留 AMBIGUOUS，不强行归类。
