brand_store,product_count,review_count,median_price,median_rating,mean_rating,median_reviews_per_product,review_share
iRAG,6,944,6.99,3.6500000000000004,3.866666666666667,142.0,0.00031868399713454474
Cambridge Soundworks,5,937,39.99,3.9,3.9,83.0,0.0003163208742744369
H HIFIHEAR,45,928,32.49,4.2,4.151111111111112,5.0,0.0003132825734542982
TCL,35,926,19.99,4.0,3.974285714285714,18.0,0.0003126073954942674
C G CHANGEEK,12,926,24.99,3.95,3.8833333333333333,36.5,0.0003126073954942674
MMUSS,18,922,12.99,3.75,3.7777777777777777,3.5,0.0003112570395742058
I LOVE EF IFECCO,24,919,38.79,4.0,4.020833333333333,5.0,0.00031024427263415954
ZBC,25,914,24.195,3.9,3.928,7.0,0.0003085563277340825
Hyeing,4,912,34.239999999999995,3.8,4.0,21.0,0.0003078811497740517
UiiSii,57,908,,3.5,3.5789473684210527,8.0,0.00030653079385399004
Ticwatch,16,889,29.990000000000002,3.8499999999999996,3.9,40.0,0.0003001166032336973
Puro Sound Labs,11,869,79.0,3.9,3.809090909090909,25.0,0.00029336482363338914
Villain,4,866,,4.2,4.15,122.5,0.00029235205669334295
KLOKOL,12,862,16.99,3.6,3.658333333333333,17.5,0.0002910017007732813
BUMMD,7,860,,3.7,3.685714285714286,5.0,0.0002903265228132505
APETOO,27,857,13.99,4.1,4.059259259259259,16.0,0.0002893137558732043
MUJOY,15,855,,4.7,4.319999999999999,3.0,0.00028863857791317345
RORSOU,6,850,17.99,4.4,4.183333333333334,36.5,0.00028695063301309643
YouthWhisper,5,849,49.99,3.8,3.7600000000000002,74.0,0.000286613044033081
Hearprotek,4,848,24.49,4.25,4.25,180.0,0.0002862754550530656
ReTrak,10,846,17.6,3.45,3.1399999999999997,17.0,0.00028560027709303477
WamGra,3,844,14.68,4.2,4.133333333333334,318.0,0.000284925099133004
NIVAVA,8,830,15.99,4.5,4.4375,53.5,0.00028019885341278825
TOOKS,41,825,,3.5,3.6170731707317074,5.0,0.00027851090851271123
INFURTURE,6,820,47.49,4.1,4.166666666666667,17.0,0.0002768229636126342
iporachx,3,813,,4.0,3.9,103.0,0.00027445984075252636
Delton,19,811,62.44499999999999,3.3,3.3000000000000003,6.0,0.00027378466279249554
Syllable,35,810,,3.4,3.448571428571429,13.0,0.0002734470738124801
MOXKING,15,808,14.99,3.9,3.9866666666666664,20.0,0.0002727718958524493
yobola,14,803,25.74,4.6,4.585714285714286,29.5,0.0002710839509523723
Blue Tiger,18,800,164.99,4.05,3.9555555555555557,27.0,0.00027007118401232603
XLEADER,7,795,22.99,4.0,4.014285714285714,54.0,0.000268383239112249
Encased,6,794,48.49,4.15,4.066666666666666,42.0,0.0002680456501322336
WSHDZ,4,792,,4.05,4.075,38.0,0.00026737047217220277
Yamaha Audio,22,789,109.675,3.7,3.6181818181818177,18.0,0.0002663577052321566
FAMOO,12,789,59.99,4.3,4.366666666666666,23.5,0.0002663577052321566
GRADO,15,787,225.0,4.2,3.933333333333333,14.0,0.00026568252727212575
Eixpdaye,3,786,49.99,4.1,4.3,10.0,0.00026534493829211034
COOYA,28,783,14.99,4.1,3.9464285714285716,6.0,0.00026433217135206415
WENKEY,3,783,29.645,4.0,3.8333333333333335,218.0,0.00026433217135206415
Focal,37,781,499.0,4.2,4.083783783783784,8.0,0.0002636569933920333
GADGET.COOL,6,779,11.99,3.8,3.8333333333333335,75.0,0.0002629818154320025
INSTEN,16,775,,3.3,3.25625,5.0,0.0002616314595119409
Baseus,30,772,31.155,4.1,3.9633333333333334,8.0,0.00026061869257189464
INSIGNIA,18,770,39.730000000000004,3.95,3.716666666666667,15.0,0.0002599435146118638
iHip,108,769,15.92,3.4,3.259259259259259,3.0,0.0002596059256318484
CCA,54,768,41.99,4.3,4.192592592592593,3.0,0.000259268336651833
Luisport,14,768,29.990000000000002,3.8499999999999996,3.892857142857143,9.5,0.000259268336651833
iHome,90,767,24.95,3.7,3.4955555555555557,3.0,0.0002589307476718176
UrbanX,133,766,20.09,3.5,3.3676691729323305,2.0,0.0002585931586918022
Yadesign,12,765,8.985,3.6500000000000004,3.733333333333333,12.5,0.0002582555697117868
233621,20,764,59.99,3.8,3.785,14.0,0.0002579179807317714
UooEA,8,760,89.99,3.6500000000000004,3.7874999999999996,25.0,0.0002565676248117097
Kidrox,11,759,29.99,3.8,3.6636363636363636,74.0,0.00025623003583169436
REEHM,5,755,13.99,4.1,4.1,5.0,0.0002548796799116327
Vabogu,6,753,9.99,4.2,4.2,63.5,0.0002542045019516019
Nilone,5,750,20.99,4.3,3.88,43.0,0.0002531917350115557
Ghostek,15,749,9.98,4.1,3.7199999999999998,26.0,0.00025285414603154027
QearFun,24,748,16.98,3.9,3.7916666666666665,7.5,0.00025251655705152485
Technics,9,747,221.87,4.3,4.277777777777778,105.0,0.00025217896807150944
Fouhurt,4,744,15.99,3.85,3.85,61.5,0.00025116620113146325
OUFUNI,4,742,27.990000000000002,3.65,3.7249999999999996,6.5,0.0002504910231714324
Redzoo,5,735,27.99,4.3,4.3,21.0,0.0002481279003113246
YAMAHA,28,733,134.97,4.15,3.7464285714285714,9.0,0.00024745272235129375
NUBBYO,7,730,19.99,4.3,4.271428571428571,82.0,0.0002464399554112475
Mixcder,6,730,,3.8499999999999996,3.8166666666666664,51.5,0.0002464399554112475
Polk Audio,17,725,89.99,3.5,3.5294117647058822,33.0,0.0002447520105111705
Outdoor Tech,26,720,54.99,3.55,3.4038461538461537,19.0,0.00024306406561109344
Sodee,6,716,23.99,3.75,3.633333333333333,23.0,0.0002417137096910318
Westone,28,710,331.5,4.05,3.978571428571428,11.5,0.00023968817581093937
HeroFiber,6,706,137.48,4.1,4.05,8.0,0.00023833781989087774
ACREO,3,703,34.88,4.2,4.3,170.0,0.00023732505295083153
Far End Gear,19,701,19.5,3.5,3.5526315789473686,27.0,0.0002366498749908007
Naztech,12,694,54.97,4.0,3.725,5.0,0.00023428675213069285
UMIDIGI,9,694,53.489999999999995,3.9,3.822222222222222,34.0,0.00023428675213069285
Sonixx,12,689,,3.9,3.783333333333333,12.0,0.0002325988072306158
CBGGQ,5,686,9.99,3.9,3.9199999999999995,3.0,0.0002315860402905696
Griffin Technology,29,682,10.969999999999999,3.6,3.596551724137931,8.0,0.00023023568437050796
Fosmon,11,682,,3.3,3.0454545454545454,8.0,0.00023023568437050796
Anypub,3,681,29.99,4.5,4.566666666666666,107.0,0.00022989809539049254
Xmenha,96,680,29.99,3.1500000000000004,2.8947916666666664,2.0,0.00022956050641047713
Caymuller,5,680,22.98,4.4,4.24,27.0,0.00022956050641047713
Lenovo,27,678,34.99,3.7,3.781481481481481,5.0,0.00022888532845044633
Kicker,34,675,19.42,3.7,3.7205882352941178,10.0,0.0002278725615104001
eForCity,41,671,,3.5,3.336585365853659,4.0,0.00022652220559033848
Ddidbi,3,670,16.99,4.4,4.4,21.0,0.00022618461661032306
Black Shark,8,668,44.99,4.25,4.225,20.0,0.00022550943865029226
BULYPAZY,10,663,20.98,3.8499999999999996,3.84,25.0,0.00022382149375021522
Rockville,6,660,22.9,3.8,3.65,7.5,0.000222808726810169
Microsoft,7,656,229.99,3.9,3.8285714285714287,34.0,0.00022145837089010737
G-WACK,3,656,,3.9,3.8333333333333335,49.0,0.00022145837089010737
Debado,6,652,19.19,4.15,3.9499999999999997,94.5,0.00022010801497004574
YOSINT,6,652,9.99,4.05,3.9166666666666665,24.5,0.00022010801497004574
AMZANE,12,651,34.99,4.4,4.491666666666666,22.5,0.00021977042599003032
Rybozen,8,651,59.99,3.25,3.275,24.0,0.00021977042599003032
FOYCOY,7,651,49.99,5.0,4.828571428571428,48.0,0.00021977042599003032
YNR,19,650,12.99,3.9,3.8526315789473684,8.0,0.0002194328370100149
Ankbit,14,648,79.99,4.2,4.185714285714286,22.0,0.0002187576590499841
Wicked Audio,91,640,13.95,3.7,3.645054945054945,4.0,0.00021605694720986085
Mionbel,7,638,,3.8,3.7857142857142856,65.0,0.00021538176924983002
IearaTTA,12,632,,3.5,3.516666666666667,21.5,0.00021335623536973758
Edelin,3,627,,4.0,4.0,17.0,0.00021166829046966054
Hongzan,23,620,36.47,4.0,3.973913043478261,17.0,0.0002093051676095527
AMAFACE,22,617,39.99,4.05,3.7954545454545454,2.0,0.00020829240066950647
L LINPA WORLD,18,617,12.49,3.8,3.7944444444444443,9.0,0.00020829240066950647
barsone,25,615,44.989999999999995,4.1,4.044,5.0,0.00020761722270947565
Photive,7,614,,3.4,3.357142857142857,25.0,0.00020727963372946023
FREGENBO,8,613,15.489999999999998,4.0,3.9625,10.5,0.00020694204474944484
EDYELL,8,612,,4.4,4.4,13.0,0.00020660445576942943
Spigen,8,609,,3.6,3.55,21.5,0.0002055916888293832
Ailun,7,608,26.0,3.9,4.171428571428572,27.0,0.0002052540998493678
iDeaUSA,25,600,,3.3,3.404,15.0,0.00020255338800924454
Neewer,19,595,29.99,3.3,3.3105263157894735,3.0,0.0002008654431091675
OYIB,5,593,28.99,4.3,4.12,51.0,0.0002001902651491367
JOYWISE,6,592,24.49,4.25,4.233333333333333,123.5,0.00019985267616912127
MIATONE,11,590,12.49,4.0,4.045454545454546,31.0,0.00019917749820909047
ACAGET,26,587,15.49,4.0,4.023076923076923,9.5,0.00019816473126904423
Hadisala,7,584,11.99,4.3,4.171428571428572,83.0,0.000197151964328998
Contixo,27,581,24.47,3.7,3.662962962962963,7.0,0.0001961391973889518
Rythflo,3,579,39.99,4.7,4.733333333333333,49.0,0.00019546401942892097
SIKAMARU,8,576,,3.95,3.9,14.0,0.00019445125248887475
M MOVONE,7,572,,5.0,4.914285714285714,22.0,0.00019310089656881312
C2G,3,571,,3.7,3.6333333333333333,144.0,0.0001927633075887977
Mijiaer,7,570,18.49,4.0,3.914285714285714,26.0,0.00019242571860878232
Navly,4,568,19.93,4.35,4.175,115.0,0.0001917505406487515
Jelanry,29,565,17.99,4.2,4.137931034482759,12.0,0.00019073777370870527
Motorola Sound,25,565,49.99,4.1,4.0680000000000005,15.0,0.00019073777370870527
COOSII,7,562,31.98,4.1,4.128571428571428,36.0,0.00018972500676865906
DEIVVOX,3,560,11.99,4.1,4.1000000000000005,106.0,0.00018904982880862823
KINVOCA,23,559,,4.0,3.895652173913043,14.0,0.00018871223982861284
Parrot,14,555,,3.9,3.8714285714285714,13.0,0.0001873618839085512
Jrwaro,3,555,17.49,4.5,4.5,22.0,0.0001873618839085512
ANINUALE,11,551,29.99,4.4,4.318181818181818,3.0,0.00018601152798848958
MUNSKT,3,550,6.99,4.1,4.066666666666666,236.0,0.00018567393900847416
charlxee,24,549,13.99,3.95,3.9958333333333336,6.0,0.00018533635002845875
JAKO,6,546,,3.95,3.9333333333333336,26.0,0.00018432358308841253
FosPower,11,545,16.99,3.4,3.4909090909090907,23.0,0.00018398599410839712
OARIE,12,543,,4.2,3.858333333333334,8.5,0.00018331081614836632
Tweedz,11,541,,3.4,3.3818181818181823,36.0,0.00018263563818833549
Mix Hero,64,540,29.99,4.7,4.5484375,6.0,0.00018229804920832007
Kensington,11,534,19.28,3.9,3.8454545454545457,17.0,0.00018027251532822764
Bobtot,5,534,,4.0,4.04,109.0,0.00018027251532822764
CALCINI,15,533,24.99,4.6,4.433333333333334,9.0,0.00017993492634821222
Velodyne,10,529,142.47,3.4,3.35,35.0,0.0001785845704281506
BUGANI,10,522,39.99,4.2,4.2,6.0,0.00017622144756804275
B&O PLAY,10,519,150.0,3.95,3.81,29.5,0.00017520868062799653
FUNSOUND,4,519,22.99,4.25,4.25,66.5,0.00017520868062799653
Libratone,15,518,124.0,3.9,3.7333333333333334,18.0,0.00017487109164798111
GEARONIC,29,517,9.99,3.3,3.127586206896552,3.0,0.0001745335026679657
UNOLYO,4,515,11.49,4.15,4.2,3.0,0.0001738583247079349
MyNetDeals,60,514,8.49,3.2,3.1733333333333333,2.0,0.00017352073572791948
FOGEEK,3,513,55.99,4.2,4.2,61.0,0.00017318314674790407
Cleer,17,509,104.99,4.0,3.7823529411764705,25.0,0.00017183279082784244
V7,10,509,16.494999999999997,3.6,3.54,7.5,0.00017183279082784244
CN-Outlet,30,508,39.95,4.05,3.7199999999999998,11.5,0.00017149520184782705
TFD Supplies,31,507,44.95,4.3,4.193548387096774,3.0,0.00017115761286781164
BASEMAN,11,507,18.99,4.1,4.009090909090909,8.0,0.00017115761286781164
Leme,7,507,,3.8,3.7857142857142856,40.0,0.00017115761286781164
TOPOINT,7,507,19.99,4.1,4.142857142857143,18.0,0.00017115761286781164
Cambridge Audio,5,507,99.95,3.5,3.8200000000000003,87.0,0.00017115761286781164
GPED,4,507,29.99,4.1,3.8,37.5,0.00017115761286781164
i-Blason,7,503,,3.7,3.7,4.0,0.00016980725694775
NUBWO,10,502,,3.7,3.66,6.0,0.0001694696679677346
VddSmm,12,497,11.99,3.8499999999999996,3.891666666666667,13.0,0.00016778172306765755
Sobrilli,11,497,,3.2,3.272727272727273,28.0,0.00016778172306765755
Thauker,7,495,39.99,4.1,3.5857142857142854,27.0,0.00016710654510762674
XINLIANG,14,493,10.530000000000001,4.2,4.192857142857143,9.5,0.00016643136714759591
WorWoder,3,493,,4.3,4.333333333333333,54.0,0.00016643136714759591
ATECH INNOVATION,4,490,,3.9,3.875,139.5,0.0001654186002075497
Mumba,15,489,39.99,3.8,3.8666666666666667,18.0,0.0001650810112275343
Ectreme,16,488,,3.05,3.29375,5.5,0.0001647434222475189
SUPFINE,6,487,29.715,4.35,4.366666666666666,21.5,0.00016440583326750348
808 Audio,14,486,29.515,3.25,3.107142857142857,21.0,0.00016406824428748807
Dualpow,3,486,19.99,4.0,4.033333333333334,64.0,0.00016406824428748807
bopmen,3,484,18.99,4.2,4.2,152.0,0.00016339306632745727
KINDEN,24,483,19.99,3.4,3.404166666666667,8.5,0.00016305547734744185
BLARO,5,483,,4.5,4.5,105.0,0.00016305547734744185
ASMRBAND,14,482,16.99,4.5,4.492857142857143,24.5,0.00016271788836742644
Ltinist,3,481,35.99,4.7,4.666666666666667,82.0,0.00016238029938741105
Munitio,11,479,214.98000000000002,3.9,3.9181818181818184,30.0,0.00016170512142738022
X0,7,479,,3.4,3.414285714285714,4.0,0.00016170512142738022
Eashion,22,478,11.99,3.1500000000000004,3.1363636363636362,7.5,0.0001613675324473648
Tzumi,16,477,44.625,3.6,3.375,5.5,0.00016102994346734942
Etekcity,3,476,,3.7,3.6,184.0,0.000160692354487334
Sena,6,475,199.0,4.15,3.9166666666666665,55.0,0.0001603547655073186
ADPROTECH,3,474,28.99,4.2,4.166666666666667,140.0,0.00016001717652730317
Williams Sound,31,473,27.560000000000002,3.9,3.7548387096774194,8.0,0.0001596795875472878
SOAIY,10,473,,3.6,3.54,21.0,0.0001596795875472878
Tayogo,7,472,64.99,3.8,3.8,27.0,0.00015934199856727237
Kuizil,9,471,29.99,4.2,4.255555555555556,35.0,0.00015900440958725696
Maeline,22,469,17.97,3.8,3.6545454545454548,2.0,0.00015832923162722616
Guudsoud,21,468,44.935,4.3,4.3,5.0,0.00015799164264721074
Acuvar,20,468,16.99,3.6500000000000004,3.4799999999999995,11.5,0.00015799164264721074
Besom,8,468,15.99,4.5,4.3,28.5,0.00015799164264721074
Emerson,24,463,,2.6500000000000004,2.654166666666667,4.5,0.0001563036977471337
Gabba Goods,41,459,15.975,3.7,3.6707317073170733,3.0,0.00015495334182707206
Boytond,9,458,27.485,4.3,4.311111111111111,35.0,0.00015461575284705665
Lakukom,5,457,18.49,4.1,4.18,4.0,0.00015427816386704126
YUSONIC,10,455,21.88,4.2,4.14,10.5,0.00015360298590701043
MQbix,11,453,8.99,3.7,3.690909090909091,6.0,0.00015292780794697963
Argmao,11,452,12.99,4.1,3.8909090909090907,5.0,0.00015259021896696422
ONTA,5,451,16.99,4.1,3.8,17.0,0.0001522526299869488
xinwld,4,450,24.99,4.35,4.375,12.0,0.00015191504100693342
YW YUWISS,7,448,16.99,3.8,3.8000000000000003,18.0,0.0001512398630469026
SYLVANIA,25,447,33.955,3.3,3.352,3.0,0.00015090227406688717
iGeeKid,17,447,,3.8,3.8058823529411767,10.0,0.00015090227406688717
Qaekie,13,446,49.98,4.5,4.3307692307692305,19.0,0.00015056468508687178
Sabbat,10,446,39.99,4.2,4.0600000000000005,19.5,0.00015056468508687178
OldShark,9,446,,3.7,3.688888888888889,15.0,0.00015056468508687178
aowoka,4,446,19.99,4.4,4.425,116.0,0.00015056468508687178
iLive,59,444,30.145,3.4,3.26271186440678,3.0,0.00014988950712684096
Utaxo,3,444,,4.4,4.333333333333333,13.0,0.00014988950712684096
Audiovox,14,443,23.145,4.2,4.128571428571428,16.0,0.00014955191814682554
RAYZ,5,442,59.99,4.0,3.84,78.0,0.00014921432916681015
Cyber Acoustics,23,441,14.46,4.1,4.030434782608696,3.0,0.00014887674018679474
TTQ,5,438,23.99,4.1,4.14,21.0,0.00014786397324674852
inphic,4,438,,4.0,4.0,18.0,0.00014786397324674852
ASIILOVI,13,436,20.99,3.8,3.853846153846154,5.0,0.0001471887952867177
CTEX,6,436,18.055,2.6500000000000004,2.9499999999999997,30.0,0.0001471887952867177
Fonus,107,435,13.49,3.0,2.936448598130841,2.0,0.00014685120630670228
HINYCOM,23,434,39.99,5.0,4.834782608695653,3.0,0.0001465136173266869
Sanag,19,434,36.480000000000004,3.5,3.6105263157894734,8.0,0.0001465136173266869
Numark,9,432,162.995,4.0,4.0,17.0,0.00014583843936665606
Final,28,430,149.0,4.05,4.107142857142857,5.0,0.00014516326140662526
MIFA,8,429,32.49,4.0,4.125,23.0,0.00014482567242660985
Amoner,35,426,5.99,3.9,3.611428571428571,3.0,0.00014381290548656363
Moshi,19,426,208.0,4.1,3.7526315789473683,5.0,0.00014381290548656363
VANTIYAUS,6,422,13.99,4.1,4.0,17.0,0.000142462549566502
KEKU,9,419,8.59,3.9,3.8333333333333335,16.0,0.00014144978262645576
FMLOVES,6,418,,3.8,3.8333333333333335,27.0,0.00014111219364644037
Bluenin,6,415,29.99,3.8499999999999996,3.8166666666666664,59.5,0.00014009942670639412
LEHII,5,415,,3.6,3.6,50.0,0.00014009942670639412
ROITON,4,414,9.5,4.25,4.075,28.0,0.00013976183772637874
Rocketfish,22,413,29.99,3.4,3.45,5.5,0.00013942424874636332
Nimizo,6,413,22.305,4.35,3.6999999999999997,24.0,0.00013942424874636332
TBI Pro,9,412,,4.0,4.055555555555555,14.0,0.0001390866597663479
Mu6,4,412,71.49,4.15,4.225,41.5,0.0001390866597663479
Stellar Labs,3,412,7.99,4.0,3.9333333333333336,1.0,0.0001390866597663479
WANFEI,4,408,59.989999999999995,4.0,3.9499999999999997,37.5,0.00013773630384628628
F FINDZON,9,402,,4.3,4.311111111111111,50.0,0.00013571076996619384
Aiwa,11,399,29.99,3.8,3.9,23.0,0.00013469800302614763
ROCXF,5,398,18.99,3.8,3.8600000000000003,84.0,0.0001343604140461322
Noontec,24,397,,3.75,3.6791666666666667,11.0,0.0001340228250661168
ZANCHIE,7,397,55.99,4.1,3.9857142857142853,16.0,0.0001340228250661168
Ultrasone,20,394,499.99,3.9,3.8899999999999997,4.0,0.00013301005812607058
uaue,6,391,22.99,4.3,4.283333333333333,60.5,0.00013199729118602437
DOBOPO,7,390,16.49,4.1,4.242857142857143,20.0,0.00013165970220600895
Ururtm,5,390,11.99,4.0,4.04,19.0,0.00013165970220600895
EKSA,9,389,89.99,4.1,3.9777777777777774,20.0,0.00013132211322599354
JINSERTA,4,388,14.99,3.6,3.725,35.5,0.00013098452424597812
REETEC,11,387,34.98,4.1,3.9454545454545453,6.0,0.00013064693526596273
Rosewill,14,386,28.220000000000002,3.6,3.642857142857143,8.5,0.00013030934628594732
Audeze,45,385,1249.0,4.1,4.151111111111112,4.0,0.0001299717573059319
Vislla,4,383,37.99,4.2,4.175,82.0,0.0001292965793459011
Zero Audio,7,382,76.11,4.1,4.071428571428571,4.0,0.0001289589903658857
truefree,7,381,29.49,4.5,4.571428571428571,12.0,0.00012862140138587027
Twshouse,6,381,18.395,4.4,4.0,37.5,0.00012862140138587027
Falebare,5,381,29.99,4.4,4.4799999999999995,50.0,0.00012862140138587027
AGVEE,23,380,,4.2,4.052173913043478,7.0,0.00012828381240585486
Polaroid,52,379,7.99,3.4,3.207692307692308,3.0,0.00012794622342583947
Relxhome,11,379,27.59,3.8,3.809090909090909,31.0,0.00012794622342583947
Diginex,123,377,11.99,5.0,4.755284552845528,1.0,0.00012727104546580864
KingYou,32,376,12.49,3.6,3.70625,7.0,0.00012693345648579326
Kinbashi,8,376,,3.25,3.2625,33.0,0.00012693345648579326
ABCDONG,4,376,7.9399999999999995,3.7,3.6,44.0,0.00012693345648579326
EARBUDi,4,376,8.99,3.6500000000000004,3.75,37.5,0.00012693345648579326
Gemercy,4,376,29.94,3.95,3.95,18.5,0.00012693345648579326
Vibe,27,374,12.95,2.8,2.5555555555555554,3.0,0.00012625827852576243
DROP,19,372,256.43,4.1,4.021052631578947,7.0,0.00012558310056573163
PureGear,13,372,23.43,4.1,4.1923076923076925,5.0,0.00012558310056573163
INLAND,11,372,39.98,3.4,3.4818181818181815,4.0,0.00012558310056573163
Keyron,3,372,16.99,3.3,3.5666666666666664,39.0,0.00012558310056573163
Global Teck Worldwide,19,371,251.225,4.2,4.026315789473684,5.0,0.0001252455115857162
Coosh,6,371,5.0,3.6500000000000004,3.6999999999999997,9.5,0.0001252455115857162
Pantheon,6,371,,3.4,3.4333333333333336,48.0,0.0001252455115857162
Antlion Audio,3,371,139.9,3.7,3.9,2.0,0.0001252455115857162
Accessonico,23,370,10.47,3.9,3.717391304347826,4.0,0.0001249079226057008
Geryst,8,369,21.99,4.0,3.9749999999999996,20.5,0.00012457033362568538
Pinetree,16,368,29.99,3.6500000000000004,3.4625,4.0,0.00012423274464567
intone,11,368,,3.4,3.472727272727273,29.0,0.00012423274464567
Voistek,9,367,21.99,3.4,3.4000000000000004,13.0,0.00012389515566565458
Sanluba,8,365,11.99,4.2,4.1,11.0,0.00012321997770562375
PANBOM,18,363,9.99,3.45,3.638888888888889,10.0,0.00012254479974559295
KESIEME,13,363,9.99,4.0,3.8,3.0,0.00012254479974559295
kelodo,16,362,,3.6,3.65625,7.5,0.00012220721076557753
RR SPORTS,7,362,28.99,4.1,3.9857142857142853,62.0,0.00012220721076557753
Doubc,8,360,33.99,4.1,4.0874999999999995,28.0,0.00012153203280554672
STOGA,5,360,,3.9,3.5799999999999996,38.0,0.00012153203280554672
GOODBONG,10,359,23.49,4.25,4.2700000000000005,4.5,0.00012119444382553132
SourceTon,3,358,10.49,3.9,3.8666666666666667,26.0,0.0001208568548455159
Aitalk,13,357,15.99,4.0,3.5999999999999996,2.0,0.0001205192658655005
Tapela,17,354,46.519999999999996,4.3,4.2,5.0,0.00011950649892545427
CandyWish,3,351,,3.7,3.766666666666667,31.0,0.00011849373198540806
G.K,51,350,41.49,4.3,4.229411764705882,4.0,0.00011815614300539264
Togkun,10,350,13.99,3.6,3.69,7.5,0.00011815614300539264
iFory,8,349,18.99,3.9,3.95,20.0,0.00011781855402537724
COMFOM,4,349,,4.65,4.550000000000001,40.0,0.00011781855402537724
Urbanista,37,348,69.79,3.8,3.6945945945945944,3.0,0.00011748096504536183
YFSFQS,12,347,19.99,4.0,3.725,5.5,0.00011714337606534643
MEZE HEADPHONES,10,346,309.0,4.05,3.8899999999999997,10.0,0.00011680578708533101
ACIL,5,345,,4.4,4.4799999999999995,78.0,0.00011646819810531561
Cobra,10,344,,3.6,3.5799999999999996,7.0,0.0001161306091253002
geeboy,7,343,11.98,3.9,3.8714285714285714,4.0,0.0001157930201452848
Olyre,23,341,15.95,4.0,3.9521739130434783,7.0,0.00011511784218525398
MSTHOO,4,338,31.990000000000002,4.4,4.45,3.0,0.00011410507524520776
ROMOKE,4,338,14.99,4.25,4.25,68.5,0.00011410507524520776
litwlds,8,337,19.99,3.9,3.5625,16.0,0.00011376748626519235
Arteck,7,331,,3.8,3.8,34.0,0.0001117419523850999
Palm,15,330,54.99,3.1,3.1599999999999997,2.0,0.0001114043634050845
KT1,4,329,35.99,4.35,4.375,73.5,0.00011106677442506909
AS,3,329,25.97,3.6,3.6,105.0,0.00011106677442506909
Audist,3,328,,3.7,3.6,74.0,0.00011072918544505368
KNZ,9,326,17.99,3.5,3.488888888888889,11.0,0.00011005400748502287
Roeric,6,326,,4.05,3.9333333333333336,8.0,0.00011005400748502287
KAKOM,4,326,4.99,4.1,4.074999999999999,79.0,0.00011005400748502287
Unleashed Online,4,325,,4.0,3.9749999999999996,84.0,0.00010971641850500745
RUNOLIM,3,324,32.49,4.5,4.433333333333334,85.0,0.00010937882952499205
Conambo,7,323,36.99,4.0,4.0,16.0,0.00010904124054497664
Amazing Gadgets,6,323,14.745000000000001,4.05,3.9,25.0,0.00010904124054497664
Solitude,5,323,41.99,3.5,3.5200000000000005,13.0,0.00010904124054497664
Underwater Audio,3,323,49.0,4.1,4.0,87.0,0.00010904124054497664
Bambud,16,321,,3.5,3.4625,7.5,0.00010836606258494582
isightguard,4,321,19.99,4.25,4.3,9.5,0.00010836606258494582
BassPal,3,321,119.99,3.8,3.8000000000000003,97.0,0.00010836606258494582
Newaroun,3,321,,3.9,3.1999999999999997,102.0,0.00010836606258494582
Audiovance,8,320,34.99,4.25,4.1625,41.0,0.00010802847360493042
Hoperay,7,320,12.99,4.2,4.185714285714286,29.0,0.00010802847360493042
MYBAT,33,319,9.620000000000001,3.3,3.0939393939393938,3.0,0.00010769088462491501
Holdsound,7,319,80.99,3.8,3.8285714285714287,14.0,0.00010769088462491501
LIMSON,10,318,19.9,3.95,3.97,4.0,0.00010735329564489961
Maximo,9,316,,3.1,3.2888888888888888,23.0,0.00010667811768486879
zivsivc,6,316,20.95,4.25,4.283333333333333,26.0,0.00010667811768486879
HyperGear,55,315,24.99,3.6,3.6218181818181816,3.0,0.00010634052870485338
Acoustic Research,19,315,,3.2,3.289473684210526,8.0,0.00010634052870485338
BENEWY,8,315,15.99,4.3,4.25,30.0,0.00010634052870485338
NICKSTON,34,314,10.99,4.2,4.252941176470588,2.0,0.00010600293972483798
MaxTronic,22,314,,3.3,3.4318181818181817,8.0,0.00010600293972483798
Toshiba,28,313,42.445,3.8,3.6607142857142856,5.5,0.00010566535074482256
iWALK,9,313,36.99,4.2,4.1,32.0,0.00010566535074482256
TRILINK,17,312,19.49,3.7,3.4823529411764707,9.0,0.00010532776176480716
ASIMOM,7,312,39.99,3.7,3.7857142857142856,19.0,0.00010532776176480716
Tronfy,5,312,,2.6,3.02,67.0,0.00010532776176480716
SKYEOL,4,312,23.99,4.25,4.2,45.0,0.00010532776176480716
Gunatagy,3,312,,4.0,3.9,7.0,0.00010532776176480716
PSB,9,311,349.8,3.6,3.6666666666666665,21.0,0.00010499017278479175
Salama,3,311,22.92,4.2,3.8000000000000003,32.0,0.00010499017278479175
SIVGA,29,309,149.0,3.9,3.768965517241379,3.0,0.00010431499482476093
REYEHO,20,309,,4.0,4.115,3.0,0.00010431499482476093
Loluka,25,308,22.99,3.3,3.4760000000000004,2.0,0.00010397740584474553
MPWHYL,13,308,39.99,4.1,4.199999999999999,20.0,0.00010397740584474553
SANTANA BY CARLOS SANTANA,10,308,26.96,3.75,3.8200000000000003,17.0,0.00010397740584474553
ABRAMTEK,3,307,34.99,3.9,4.0,36.0,0.00010363981686473012
IDAKODU,49,306,39.99,3.9,3.906122448979592,3.0,0.00010330222788471471
DGL,15,305,,3.7,3.46,2.0,0.0001029646389046993
Abco Tech,3,305,,3.3,3.4333333333333336,43.0,0.0001029646389046993
Peakfun,9,304,13.99,3.4,3.4222222222222225,4.0,0.0001026270499246839
ZTOZ,4,304,13.8,3.95,3.975,46.5,0.0001026270499246839
potronic,3,304,,3.6,3.6,64.0,0.0001026270499246839
